# COMBINED SOURCE LIST
# created by JV on  Fri Nov 20 12:13:21 2009
# field = 05hr
# input run = 3sig_nclean_pf
# 86.7127 square degrees used
# 150 GHz map RMS depth =       1.27101
# 220 GHz map RMS depth =       3.35460
# Units are degrees, mJy, arcsec
# desc: ID@@int index150@@int index220@@int ix@@float iy@@float ra@@float dec@@float SNR150@@float S_150@@float noise_150@@float SNR220@@float S_220@@float noise_220@@float alpha@@float dr_SUMSS@@float dr_IRAS@@float dr_RASS@@float dr_AT20G@@float
144   -1   74   1456.82   969.000   81.997551   -52.537415   2.48622   3.16684   1.27376   4.65297   15.6655   3.36678   4.40191   276   1001   1773   3221
145   473   227   1780.33   2142.00   84.409859   -57.417286   3.53245   4.31344   1.22109   3.91381   12.5056   3.19525   2.93082   402   624   313   4450
146   -1   51   1604.44   1458.00   83.024055   -54.577374   1.08909   1.38724   1.27376   5.13818   17.2991   3.36678   6.94773   493   343   263   1527
147   180   1494   2576.53   1425.47   89.969986   -54.221893   4.19731   5.51176   1.31316   3.14023   10.7292   3.41670   1.83399   24   808   881   1414
148   120   -1   2367.00   2567.00   89.257774   -59.044220   4.96761   6.19401   1.24688   1.60720   5.26283   3.27453   -0.448566   5   546   295   6315
149   -1   52   1488.86   1081.14   82.211800   -53.006149   1.13045   1.43992   1.27376   5.08978   17.1362   3.36678   6.81904   45   611   856   1882
150   184   1695   1929.21   1010.00   85.244339   -52.682549   4.18218   5.32709   1.27376   3.08400   10.3831   3.36678   1.83755   629   514   964   1403
151   113   -1   922.716   564.284   78.503281   -50.770515   5.16240   6.76672   1.31077   0.515276   1.78293   3.46014   -3.67235   24   491   8   570
152   115   -1   1170.16   1846.00   79.787987   -56.160801   5.11074   6.50985   1.27376   0.892071   3.00341   3.36678   -2.12993   4   714   497   1567
153   110   -1   1031.47   2399.00   78.495743   -58.434551   5.18442   6.27632   1.21061   0.00000   -1.30523   3.20313   -43.0968   22   673   262   3171
154   -1   75   2346.64   419.361   87.823410   -50.124100   2.28597   3.01177   1.31750   4.65123   16.1138   3.46442   4.61783   267   480   636   3683
155   112   -1   965.158   2486.00   77.919220   -58.779217   5.17206   6.26136   1.21061   0.0871632   0.279195   3.20313   -8.56369   13   459   439   1738
156   -1   58   604.000   630.000   76.369415   -50.944038   1.71237   2.24452   1.31077   4.86640   16.8384   3.46014   5.54853   253   216   464   1255
157   -1   118   687.000   480.000   76.994339   -50.349289   2.82058   3.69713   1.31077   4.30694   14.9026   3.46014   3.83816   265   467   879   556
158   -1   93   2012.82   698.000   85.727791   -51.367828   2.48076   3.19807   1.28915   4.50475   15.6087   3.46495   4.36490   408   853   187   1287
159   -1   104   1850.00   2047.00   84.924736   -57.013165   2.67644   3.40914   1.27376   4.38275   14.7558   3.36678   4.03418   154   1518   335   2877
160   865   201   1441.00   2308.00   81.766144   -58.117702   3.25208   3.97108   1.22109   3.97138   12.6896   3.19525   3.19872   310   817   1091   2570
161   -1   108   2167.00   750.000   86.775200   -51.551956   2.68573   3.53844   1.31750   4.37054   15.1414   3.46442   4.00272   728   17   763   2696
