# SPT ID	RA	DEC	S/N (2.0mm)	S_raw (2.0mm) [mJy]	S_best (2.0mm) [mJy]	dS_up (2.0mm) [mJy]	dS_down (2.0mm) [mJy]	S/N (1.4mm)	S_raw (1.4mm) [mJy]	S_best (1.4mm) [mJy]	dS_up (1.4mm) [mJy]	dS_down (1.4mm) [mJy]	alpha_raw	alpha_best	d_alpha_up	d_alpha_down	P(alpha>1)	Type	dR_SUMSS [arcsec]	dR_RASS [arcsec]	dR_IRAS [arcsec]
SPT-S_J053021-5016.0	  82.588	 -50.268	   3.11	   4.01	   0.27	   0.31	   0.14	   0.00	  -3.82	   0.34	   0.64	   0.23	   NaN	   0.4	   2.8	   2.3	   0.33	sync	 300	 410	 615
SPT-S_J053021-5840.0	  82.589	 -58.668	   1.11	   1.36	   0.68	   0.94	   0.46	   3.47	  11.10	   0.91	   1.10	   0.52	   5.7	   1.1	   2.5	   2.6	   0.43	sync	 234	 978	 419
SPT-S_J053021-5454.6	  82.589	 -54.911	   2.02	   2.57	   1.38	   1.37	   0.96	   3.88	  13.06	   1.31	   1.79	   0.76	   4.4	   0.3	   2.9	   2.2	   0.32	sync	  38	 741	1211
SPT-S_J053021-5446.6	  82.589	 -54.778	   0.93	   1.18	   0.56	   0.86	   0.38	   3.02	  10.17	   0.79	   0.92	   0.44	   5.9	   1.2	   2.6	   2.6	   0.42	sync	  78	1159	1490
SPT-S_J053021-5200.0	  82.591	 -52.001	   3.11	   4.01	   0.31	   0.39	   0.17	   0.49	   1.70	   0.47	   1.03	   0.33	  -2.3	   1.0	   2.7	   2.7	   0.41	sync	 334	1082	 839
SPT-S_J053021-5251.0	  82.591	 -52.851	   3.91	   4.98	   0.37	   0.81	   0.21	   0.00	  -0.28	   0.54	   1.27	   0.38	   NaN	   0.4	   2.9	   2.3	   0.33	sync	  22	1048	 635
SPT-S_J053022-5338.1	  82.592	 -53.636	   0.12	   0.15	   0.39	   0.61	   0.25	   3.02	  10.16	   0.66	   0.82	   0.36	  11.4	   1.8	   2.2	   2.7	   0.52	dust	 826	1234	 327
SPT-S_J053022-5301.9	  82.592	 -53.033	   3.71	   4.72	   3.97	   1.35	   1.40	   4.26	  14.35	   3.27	   8.37	   1.70	   3.0	  -0.2	   3.1	   2.0	   0.30	sync	 560	 739	 522
SPT-S_J053022-5622.6	  82.593	 -56.378	   4.07	   5.18	   0.87	   3.36	   0.62	   1.60	   5.37	   1.75	   2.98	   1.43	   0.1	   0.9	   2.7	   2.4	   0.37	sync	 137	 591	 339
SPT-S_J053025-5117.6	  82.604	 -51.294	   0.00	  -0.20	   0.37	   0.57	   0.25	   3.49	  12.08	   0.67	   0.86	   0.36	   NaN	   2.0	   2.1	   2.7	   0.55	dust	 329	1098	1120
SPT-S_J053026-5246.3	  82.609	 -52.773	   3.62	   4.61	   0.42	   0.87	   0.25	   1.15	   3.86	   0.74	   1.82	   0.55	  -0.5	   1.1	   2.6	   2.7	   0.43	sync	  80	 862	 459
SPT-S_J053029-5614.6	  82.622	 -56.245	   0.41	   0.52	   0.46	   0.71	   0.30	   3.42	  11.51	   0.74	   0.93	   0.41	   8.4	   1.7	   2.3	   2.7	   0.50	dust	 376	 283	 331
SPT-S_J053030-5023.1	  82.627	 -50.385	   3.49	   4.50	   0.34	   0.51	   0.19	   0.48	   1.67	   0.53	   1.22	   0.38	  -2.7	   0.8	   2.7	   2.6	   0.39	sync	 423	 136	 489
SPT-S_J053031-5558.9	  82.630	 -55.982	   0.18	   0.23	   0.41	   0.61	   0.27	   3.03	  10.19	   0.68	   0.82	   0.36	  10.3	   1.8	   2.2	   2.7	   0.52	dust	 204	 922	 430
SPT-S_J053031-5844.5	  82.633	 -58.743	   0.00	  -1.68	   0.27	   0.37	   0.15	   3.64	  11.64	   0.60	   0.76	   0.33	   NaN	   2.6	   1.7	   2.5	   0.65	dust	 263	 789	 303
SPT-S_J053033-5514.9	  82.639	 -55.249	   0.00	  -1.65	   0.28	   0.38	   0.18	   3.51	  11.81	   0.59	   0.73	   0.31	   NaN	   2.5	   1.8	   2.6	   0.64	dust	 608	 206	  45
SPT-S_J053035-5216.6	  82.650	 -52.277	   1.52	   1.93	   0.88	   1.16	   0.63	   3.54	  11.92	   1.02	   1.23	   0.58	   4.9	   0.7	   2.8	   2.4	   0.37	sync	 175	 127	1253
SPT-S_J053037-5815.5	  82.657	 -58.259	   1.25	   1.52	   0.75	   1.02	   0.52	   3.61	  11.53	   0.96	   1.21	   0.56	   5.5	   1.0	   2.6	   2.5	   0.42	sync	 190	 190	1027
SPT-S_J053039-5304.8	  82.663	 -53.082	   0.58	   0.73	   0.47	   0.73	   0.31	   3.05	  10.26	   0.72	   0.89	   0.40	   7.2	   1.5	   2.4	   2.7	   0.48	sync	 541	 567	 514
SPT-S_J053039-5808.0	  82.665	 -58.134	   0.35	   0.43	   0.46	   0.66	   0.31	   3.43	  10.96	   0.75	   0.95	   0.43	   8.8	   1.8	   2.2	   2.7	   0.52	dust	 288	 385	1126
SPT-S_J053040-5407.1	  82.669	 -54.119	   0.47	   0.60	   0.45	   0.71	   0.29	   3.04	  10.23	   0.72	   0.84	   0.40	   7.7	   1.6	   2.3	   2.7	   0.48	sync	  90	 462	 656
SPT-S_J053044-5148.0	  82.684	 -51.801	   1.45	   1.87	   0.79	   1.10	   0.56	   3.08	  10.67	   0.91	   1.02	   0.52	   4.7	   0.6	   2.8	   2.4	   0.35	sync	 428	1629	1149
SPT-S_J053046-5238.3	  82.692	 -52.640	   3.88	   4.95	   0.51	   2.12	   0.32	   1.13	   3.81	   0.93	   2.20	   0.72	  -0.7	   0.9	   2.8	   2.6	   0.39	sync	 393	 601	 337
SPT-S_J053052-5428.4	  82.719	 -54.474	   1.41	   1.80	   0.76	   1.08	   0.54	   3.04	  10.25	   0.89	   1.02	   0.50	   4.7	   0.6	   2.8	   2.4	   0.37	sync	 228	 921	 841
SPT-S_J053054-5058.4	  82.726	 -50.975	   3.00	   3.87	   0.38	   0.55	   0.22	   1.68	   5.82	   0.70	   1.83	   0.53	   1.1	   1.7	   2.4	   3.1	   0.50	dust	 416	 464	 725
SPT-S_J053055-5813.7	  82.730	 -58.230	   3.10	   3.79	   0.26	   0.28	   0.14	   0.00	  -6.19	   0.30	   0.53	   0.19	   NaN	   0.1	   2.8	   2.2	   0.29	sync	  62	  27	1168
SPT-S_J053055-5055.2	  82.731	 -50.920	   0.00	  -0.88	   0.31	   0.47	   0.19	   3.31	  11.47	   0.61	   0.75	   0.32	   NaN	   2.2	   1.9	   2.7	   0.59	dust	 505	 516	 792
SPT-S_J053055-5241.8	  82.732	 -52.698	   0.79	   1.01	   0.57	   0.85	   0.38	   3.53	  11.87	   0.81	   1.05	   0.47	   6.7	   1.4	   2.4	   2.6	   0.46	sync	 319	 518	 141
SPT-S_J053056-5604.1	  82.735	 -56.070	   2.15	   2.73	   1.37	   1.38	   0.97	   3.26	  10.98	   1.20	   1.26	   0.68	   3.8	  -0.2	   2.9	   1.9	   0.25	sync	 185	 750	 383
SPT-S_J053058-5453.4	  82.742	 -54.890	   3.16	   4.02	   0.28	   0.35	   0.14	   0.00	  -1.17	   0.39	   0.78	   0.26	   NaN	   0.6	   2.8	   2.5	   0.36	sync	  86	 677	1310
SPT-S_J053058-5951.3	  82.743	 -59.856	  12.66	  15.46	  15.20	   1.36	   1.39	   5.67	  18.11	  17.27	   3.63	   3.63	   0.4	   0.4	   0.6	   0.7	   0.01	sync	   6	1326	 910
SPT-S_J053059-5559.7	  82.749	 -55.996	   0.20	   0.26	   0.45	   0.64	   0.30	   3.62	  12.18	   0.74	   0.94	   0.41	  10.5	   1.9	   2.2	   2.7	   0.53	dust	 128	 979	 602
SPT-S_J053100-5242.3	  82.753	 -52.706	   0.16	   0.21	   0.44	   0.66	   0.28	   3.73	  12.55	   0.74	   0.96	   0.42	  11.2	   1.9	   2.2	   2.7	   0.53	dust	 326	 482	  90
SPT-S_J053101-5412.9	  82.754	 -54.215	   2.05	   2.61	   1.26	   1.35	   0.88	   3.24	  10.92	   1.16	   1.21	   0.66	   3.9	  -0.1	   2.9	   2.0	   0.27	sync	 408	 849	 661
SPT-S_J053101-5128.2	  82.758	 -51.471	   0.00	  -0.53	   0.34	   0.49	   0.21	   3.16	  10.94	   0.63	   0.76	   0.33	   NaN	   2.1	   2.0	   2.7	   0.56	dust	 510	1082	1271
SPT-S_J053104-5846.8	  82.769	 -58.781	   0.00	  -0.67	   0.35	   0.46	   0.23	   3.51	  11.21	   0.64	   0.84	   0.34	   NaN	   2.3	   1.9	   2.7	   0.60	dust	 120	 888	 544
SPT-S_J053106-5314.6	  82.776	 -53.244	   3.54	   4.50	   0.34	   0.52	   0.19	   0.35	   1.17	   0.51	   1.17	   0.36	  -3.7	   0.8	   2.8	   2.6	   0.38	sync	 516	 336	 462
SPT-S_J053107-5543.5	  82.780	 -55.725	   8.76	  11.16	  10.68	   1.36	   1.38	   2.02	   6.78	   6.52	   2.97	   2.05	  -1.4	  -1.4	   1.1	   1.0	   0.00	sync	   7	1320	 272
SPT-S_J053109-5321.1	  82.790	 -53.353	   3.36	   4.28	   0.46	   0.92	   0.28	   1.79	   6.03	   0.92	   2.46	   0.71	   0.9	   1.7	   2.3	   3.0	   0.51	dust	 192	 553	 689
SPT-S_J053109-5416.9	  82.792	 -54.282	   3.26	   4.16	   0.32	   0.42	   0.17	   0.37	   1.25	   0.47	   1.04	   0.33	  -3.3	   0.9	   2.7	   2.6	   0.40	sync	 348	1045	 730
SPT-S_J053110-5242.6	  82.794	 -52.710	   1.21	   1.54	   0.66	   0.99	   0.46	   3.01	  10.14	   0.85	   0.95	   0.48	   5.1	   0.9	   2.7	   2.5	   0.39	sync	 387	 403	   1
SPT-S_J053110-5244.3	  82.794	 -52.740	   0.42	   0.53	   0.45	   0.67	   0.31	   3.05	  10.27	   0.70	   0.85	   0.39	   8.1	   1.6	   2.3	   2.7	   0.49	sync	 340	 454	 104
SPT-S_J053110-5251.3	  82.794	 -52.856	   1.74	   2.21	   0.97	   1.22	   0.69	   3.12	  10.49	   1.01	   1.08	   0.57	   4.2	   0.3	   2.9	   2.2	   0.31	sync	 442	 776	 406
SPT-S_J053111-5641.1	  82.797	 -56.686	   3.29	   4.19	   0.34	   0.49	   0.19	   0.90	   3.02	   0.56	   1.30	   0.41	  -0.9	   1.1	   2.6	   2.8	   0.43	sync	 276	1138	 895
SPT-S_J053111-5121.0	  82.798	 -51.350	   2.11	   2.72	   1.30	   1.37	   0.94	   3.06	  10.62	   1.12	   1.15	   0.62	   3.7	  -0.2	   2.9	   1.9	   0.25	sync	 558	 741	1259
SPT-S_J053113-5120.0	  82.804	 -51.334	   2.36	   3.05	   1.62	   1.43	   1.14	   3.19	  11.04	   1.27	   1.26	   0.68	   3.5	  -0.5	   2.8	   1.8	   0.22	sync	 514	 701	1267
SPT-S_J053113-5544.9	  82.808	 -55.749	   1.15	   1.46	   0.73	   1.04	   0.50	   3.94	  13.26	   0.98	   1.32	   0.57	   6.0	   1.2	   2.5	   2.6	   0.44	sync	 106	1389	 174
SPT-S_J053115-5313.3	  82.816	 -53.223	   1.05	   1.34	   0.65	   0.95	   0.43	   3.59	  12.10	   0.90	   1.11	   0.52	   6.0	   1.2	   2.6	   2.6	   0.44	sync	 503	 425	 356
SPT-S_J053116-5623.6	  82.818	 -56.395	   0.00	  -1.09	   0.30	   0.43	   0.19	   3.08	  10.38	   0.59	   0.70	   0.31	   NaN	   2.3	   1.9	   2.6	   0.60	dust	 439	 515	 612
SPT-S_J053116-5123.0	  82.818	 -51.384	   1.18	   1.52	   0.67	   0.97	   0.47	   3.17	  10.99	   0.86	   0.99	   0.49	   5.4	   0.9	   2.7	   2.5	   0.40	sync	 657	 769	1179
SPT-S_J053116-5119.5	  82.819	 -51.325	   3.62	   4.66	   0.53	   1.78	   0.34	   1.77	   6.13	   1.12	   2.93	   0.88	   0.7	   1.6	   2.4	   2.9	   0.48	sync	 510	 659	1249
SPT-S_J053116-5849.0	  82.819	 -58.818	   3.31	   4.04	   0.37	   0.52	   0.21	   1.05	   3.36	   0.61	   1.41	   0.45	  -0.5	   1.2	   2.6	   2.8	   0.44	sync	 229	 908	 659
SPT-S_J053117-5504.4	  82.822	 -55.074	  28.10	  35.80	  35.54	   1.95	   1.95	   7.84	  26.40	  25.67	   4.09	   4.16	  -0.8	  -0.9	   0.4	   0.5	   0.00	sync	   4	  33	 752
SPT-S_J053118-5436.6	  82.828	 -54.611	   3.05	   3.89	   0.35	   0.48	   0.19	   1.33	   4.48	   0.61	   1.48	   0.44	   0.4	   1.5	   2.5	   2.9	   0.47	sync	 427	 688	 727
SPT-S_J053120-5916.5	  82.836	 -59.276	   1.11	   1.36	   0.64	   0.93	   0.44	   3.30	  10.55	   0.86	   1.07	   0.49	   5.6	   1.1	   2.6	   2.6	   0.43	sync	 433	 243	1487
SPT-S_J053120-5721.4	  82.836	 -57.358	   1.50	   1.83	   0.92	   1.13	   0.63	   3.78	  12.07	   1.08	   1.40	   0.63	   5.1	   0.8	   2.7	   2.5	   0.39	sync	 314	 460	 439
SPT-S_J053121-5218.1	  82.841	 -52.302	   0.56	   0.72	   0.49	   0.74	   0.34	   3.33	  11.22	   0.75	   0.95	   0.42	   7.5	   1.5	   2.4	   2.7	   0.48	sync	 263	 311	1036
SPT-S_J053121-5437.1	  82.841	 -54.619	   1.72	   2.19	   0.94	   1.22	   0.67	   3.01	  10.14	   0.98	   1.07	   0.55	   4.2	   0.3	   2.9	   2.2	   0.31	sync	 458	 673	 722
SPT-S_J053122-5853.8	  82.844	 -58.897	   3.09	   3.78	   0.28	   0.33	   0.14	   0.00	  -1.55	   0.38	   0.73	   0.25	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 268	 886	 822
SPT-S_J053122-5923.9	  82.846	 -59.399	   3.40	   4.15	   0.34	   0.47	   0.19	   0.39	   1.25	   0.50	   1.10	   0.36	  -3.3	   0.8	   2.7	   2.6	   0.39	sync	 105	 395	1693
SPT-S_J053123-5609.1	  82.848	 -56.153	   3.04	   3.87	   0.29	   0.35	   0.15	   0.11	   0.37	   0.42	   0.87	   0.29	  -6.4	   0.8	   2.8	   2.6	   0.39	sync	 544	 745	 467
SPT-S_J053124-5440.6	  82.850	 -54.678	   3.01	   3.84	   0.52	   1.08	   0.33	   2.48	   8.35	   1.29	   3.65	   1.05	   2.1	   2.5	   1.9	   3.2	   0.61	dust	 347	 762	 851
SPT-S_J053124-5511.1	  82.851	 -55.186	   0.13	   0.17	   0.43	   0.65	   0.28	   3.65	  12.30	   0.73	   0.95	   0.39	  11.7	   1.9	   2.2	   2.7	   0.53	dust	 404	 396	 528
SPT-S_J053124-5821.7	  82.854	 -58.363	   3.50	   4.28	   0.37	   0.57	   0.21	   0.67	   2.14	   0.57	   1.32	   0.41	  -1.9	   0.9	   2.7	   2.7	   0.40	sync	 393	 515	1223
SPT-S_J053126-5026.6	  82.861	 -50.444	   0.66	   0.86	   0.50	   0.78	   0.33	   3.15	  10.91	   0.75	   0.90	   0.41	   6.9	   1.4	   2.4	   2.7	   0.47	sync	 629	 544	 133
SPT-S_J053127-5110.4	  82.864	 -51.175	   0.00	  -0.49	   0.34	   0.53	   0.22	   3.37	  11.68	   0.65	   0.79	   0.35	   NaN	   2.1	   2.0	   2.7	   0.57	dust	 444	 577	1190
SPT-S_J053127-5249.3	  82.865	 -52.823	   3.41	   4.35	   0.34	   0.48	   0.19	   0.51	   1.71	   0.52	   1.17	   0.37	  -2.5	   0.9	   2.7	   2.6	   0.40	sync	 514	 603	 433
SPT-S_J053128-5908.6	  82.868	 -59.144	   1.76	   2.15	   1.00	   1.19	   0.70	   3.25	  10.39	   1.04	   1.19	   0.58	   4.3	   0.3	   2.8	   2.2	   0.32	sync	 608	 653	1475
SPT-S_J053130-5938.2	  82.878	 -59.637	   0.00	  -0.48	   0.35	   0.47	   0.23	   3.13	  10.00	   0.63	   0.79	   0.34	   NaN	   2.1	   2.0	   2.7	   0.58	dust	 533	 926	1321
SPT-S_J053136-5919.6	  82.901	 -59.328	   0.91	   1.11	   0.57	   0.83	   0.39	   3.14	  10.03	   0.80	   0.96	   0.45	   6.0	   1.2	   2.5	   2.6	   0.45	sync	 313	 337	1666
SPT-S_J053137-5247.2	  82.908	 -52.788	   3.77	   4.80	   0.42	   1.06	   0.25	   0.83	   2.81	   0.71	   1.73	   0.53	  -1.5	   0.8	   2.8	   2.6	   0.39	sync	 471	 453	 374
SPT-S_J053138-5347.1	  82.910	 -53.786	   3.50	   4.46	   0.30	   0.38	   0.16	   0.00	  -2.92	   0.38	   0.75	   0.26	   NaN	   0.3	   2.8	   2.3	   0.33	sync	 993	 876	 301
SPT-S_J053139-5012.8	  82.914	 -50.214	   3.09	   3.98	   0.30	   0.37	   0.16	   0.25	   0.87	   0.44	   0.94	   0.31	  -4.1	   0.8	   2.7	   2.6	   0.39	sync	 518	 684	 540
SPT-S_J053141-5418.9	  82.922	 -54.315	   3.77	   4.80	   0.62	   2.50	   0.42	   1.78	   6.00	   1.37	   3.14	   1.10	   0.6	   1.4	   2.5	   2.8	   0.45	sync	 265	 957	 673
SPT-S_J053141-5226.8	  82.923	 -52.448	   0.06	   0.08	   0.39	   0.60	   0.26	   3.14	  10.58	   0.66	   0.83	   0.36	  13.4	   1.9	   2.2	   2.7	   0.53	dust	  46	 738	 988
SPT-S_J053141-5136.1	  82.924	 -51.603	   3.30	   4.25	   0.29	   0.36	   0.15	   0.00	  -1.72	   0.39	   0.78	   0.27	   NaN	   0.5	   2.8	   2.4	   0.35	sync	 832	 914	1016
SPT-S_J053141-5310.2	  82.925	 -53.171	   3.30	   4.20	   0.41	   0.74	   0.24	   1.66	   5.57	   0.81	   2.11	   0.62	   0.8	   1.7	   2.4	   3.0	   0.49	sync	 240	 297	 140
SPT-S_J053143-5102.2	  82.931	 -51.037	   3.07	   3.95	   0.27	   0.32	   0.14	   0.00	  -2.60	   0.36	   0.69	   0.24	   NaN	   0.5	   2.8	   2.4	   0.34	sync	 854	  93	 739
SPT-S_J053144-5437.6	  82.935	 -54.628	   1.75	   2.22	   0.97	   1.23	   0.68	   3.09	  10.42	   1.01	   1.09	   0.57	   4.2	   0.2	   2.9	   2.2	   0.31	sync	 397	 513	 600
SPT-S_J053144-5713.9	  82.936	 -57.232	   0.00	  -0.58	   0.34	   0.48	   0.21	   3.30	  11.12	   0.64	   0.79	   0.33	   NaN	   2.2	   2.0	   2.7	   0.57	dust	 310	 831	  86
SPT-S_J053147-5403.6	  82.946	 -54.061	   0.00	  -0.48	   0.33	   0.50	   0.21	   3.02	  10.17	   0.62	   0.74	   0.32	   NaN	   2.1	   2.0	   2.7	   0.56	dust	 232	 197	 353
SPT-S_J053147-5414.4	  82.946	 -54.241	   6.66	   8.49	   7.73	   1.37	   1.37	   0.79	   2.67	   4.18	   2.16	   1.23	  -3.1	  -1.7	   1.2	   0.9	   0.00	sync	   8	 802	 412
SPT-S_J053150-5556.6	  82.959	 -55.944	   3.11	   3.96	   0.33	   0.43	   0.18	   0.94	   3.17	   0.54	   1.22	   0.39	  -0.6	   1.2	   2.6	   2.8	   0.44	sync	 585	 934	 622
SPT-S_J053151-5020.0	  82.965	 -50.335	   1.70	   2.20	   0.94	   1.22	   0.67	   3.12	  10.81	   0.98	   1.07	   0.55	   4.3	   0.3	   2.9	   2.2	   0.33	sync	 374	 284	 573
SPT-S_J053153-5435.9	  82.972	 -54.598	   3.26	   4.16	   0.45	   0.87	   0.27	   1.89	   6.36	   0.92	   2.53	   0.72	   1.2	   1.9	   2.3	   3.1	   0.52	dust	 489	 393	 469
SPT-S_J053157-5855.8	  82.989	 -58.931	   3.15	   3.85	   0.29	   0.35	   0.15	   0.00	  -0.65	   0.41	   0.81	   0.28	   NaN	   0.6	   2.8	   2.5	   0.36	sync	 252	 668	 829
SPT-S_J053157-5213.3	  82.990	 -52.222	   0.00	  -1.24	   0.29	   0.42	   0.18	   3.06	  10.60	   0.57	   0.72	   0.30	   NaN	   2.3	   1.9	   2.6	   0.60	dust	 455	 690	 630
SPT-S_J053158-5744.2	  82.994	 -57.737	   0.99	   1.21	   0.60	   0.87	   0.40	   3.17	  10.12	   0.83	   0.99	   0.47	   5.8	   1.2	   2.5	   2.6	   0.44	sync	 385	 943	1740
SPT-S_J053159-5059.7	  82.997	 -50.995	   3.12	   4.02	   0.38	   0.59	   0.22	   1.62	   5.60	   0.71	   1.87	   0.54	   0.9	   1.7	   2.4	   3.0	   0.49	sync	 777	 181	 528
SPT-S_J053159-5435.3	  82.999	 -54.590	   1.49	   1.89	   0.82	   1.14	   0.58	   3.27	  11.02	   0.96	   1.10	   0.56	   4.8	   0.6	   2.8	   2.4	   0.36	sync	 508	 329	 410
SPT-S_J053201-5220.5	  83.006	 -52.343	   3.31	   4.21	   0.48	   1.02	   0.30	   1.98	   6.66	   1.03	   2.81	   0.81	   1.2	   1.9	   2.2	   3.1	   0.52	dust	 342	 696	1041
SPT-S_J053201-5628.4	  83.008	 -56.474	   3.16	   4.03	   0.32	   0.41	   0.17	   0.57	   1.93	   0.49	   1.08	   0.35	  -2.0	   1.0	   2.7	   2.7	   0.41	sync	 299	 266	 180
SPT-S_J053204-5109.4	  83.018	 -51.158	   4.32	   5.57	   0.57	   3.49	   0.38	   0.11	   0.37	   0.92	   1.94	   0.72	  -7.4	  -0.1	   3.0	   2.0	   0.28	sync	 651	 375	 911
SPT-S_J053205-5723.9	  83.023	 -57.399	   3.21	   3.93	   0.38	   0.57	   0.21	   1.43	   4.57	   0.70	   1.69	   0.52	   0.4	   1.5	   2.5	   3.0	   0.47	sync	 190	 219	 538
SPT-S_J053205-5434.6	  83.024	 -54.577	   1.09	   1.39	   1.12	   1.43	   0.81	   5.14	  17.30	   1.61	   8.40	   1.07	   6.9	   2.4	   2.0	   3.2	   0.59	dust	 493	 263	 343
SPT-S_J053205-5543.3	  83.024	 -55.723	   3.74	   4.76	   0.47	   1.42	   0.29	   1.28	   4.32	   0.87	   2.13	   0.67	  -0.3	   1.1	   2.6	   2.7	   0.42	sync	 502	1279	 355
SPT-S_J053208-5310.5	  83.035	 -53.176	  41.98	  53.48	  53.19	   2.51	   2.51	  14.79	  49.78	  48.98	   5.62	   5.51	  -0.2	  -0.2	   0.3	   0.3	   0.00	sync	   2	  73	 148
SPT-S_J053209-5426.6	  83.041	 -54.444	   0.84	   1.07	   0.55	   0.83	   0.38	   3.14	  10.57	   0.78	   0.93	   0.44	   6.2	   1.3	   2.5	   2.6	   0.45	sync	 209	 430	 257
SPT-S_J053210-5701.1	  83.043	 -57.020	   3.44	   4.38	   0.28	   0.34	   0.15	   0.00	  -4.01	   0.36	   0.67	   0.24	   NaN	   0.2	   2.8	   2.3	   0.32	sync	 152	1542	 717
SPT-S_J053212-5501.1	  83.053	 -55.019	   0.74	   0.95	   0.53	   0.80	   0.36	   3.16	  10.64	   0.77	   0.92	   0.44	   6.6	   1.3	   2.5	   2.6	   0.46	sync	 151	 549	 895
SPT-S_J053216-5855.8	  83.068	 -58.930	   0.80	   0.98	   0.54	   0.79	   0.37	   3.05	   9.74	   0.78	   0.91	   0.44	   6.3	   1.3	   2.4	   2.6	   0.45	sync	 309	 593	 730
SPT-S_J053216-5010.0	  83.069	 -50.167	   1.23	   1.58	   0.69	   1.01	   0.47	   3.17	  10.99	   0.86	   1.01	   0.47	   5.3	   0.9	   2.7	   2.5	   0.39	sync	 456	 747	 465
SPT-S_J053217-5759.7	  83.074	 -57.995	   0.58	   0.71	   0.49	   0.72	   0.32	   3.18	  10.17	   0.75	   0.92	   0.42	   7.2	   1.6	   2.3	   2.7	   0.48	sync	 498	1059	1230
SPT-S_J053218-5728.6	  83.078	 -57.478	   3.18	   3.89	   0.34	   0.44	   0.19	   0.80	   2.55	   0.53	   1.20	   0.38	  -1.1	   1.1	   2.6	   2.8	   0.43	sync	 166	 116	 841
SPT-S_J053219-5749.7	  83.081	 -57.828	   2.29	   2.80	   1.58	   1.34	   1.07	   3.50	  11.19	   1.35	   1.49	   0.73	   3.8	  -0.2	   2.8	   1.9	   0.26	sync	 147	1300	1446
SPT-S_J053219-5406.3	  83.081	 -54.106	   2.01	   2.56	   1.24	   1.33	   0.88	   3.25	  10.93	   1.14	   1.21	   0.64	   3.9	  -0.0	   2.9	   2.0	   0.28	sync	 439	 337	 151
SPT-S_J053220-5258.8	  83.086	 -52.981	   3.22	   4.10	   0.41	   0.67	   0.24	   1.67	   5.61	   0.77	   2.04	   0.59	   0.9	   1.7	   2.4	   3.0	   0.50	sync	  98	  92	 603
SPT-S_J053222-5901.3	  83.094	 -59.022	   0.78	   0.96	   0.55	   0.80	   0.38	   3.32	  10.60	   0.81	   0.99	   0.46	   6.5	   1.4	   2.4	   2.6	   0.47	sync	  39	 291	 993
SPT-S_J053225-5419.3	  83.106	 -54.323	   3.29	   4.19	   0.93	   2.18	   0.67	   2.85	   9.61	   2.91	   5.28	   2.49	   2.3	   2.8	   1.6	   2.8	   0.67	dust	 198	 816	 635
SPT-S_J053225-5430.5	  83.108	 -54.508	   3.67	   4.67	   3.89	   1.36	   1.41	   4.21	  14.17	   3.04	   8.00	   1.51	   3.0	  -0.4	   3.1	   1.9	   0.28	sync	 193	 160	  39
SPT-S_J053227-5506.6	  83.115	 -55.110	   0.82	   1.04	   0.62	   0.91	   0.43	   3.99	  13.44	   0.89	   1.24	   0.53	   7.0	   1.5	   2.4	   2.7	   0.48	sync	 253	 548	 883
SPT-S_J053227-5020.5	  83.116	 -50.343	   0.83	   1.07	   0.56	   0.85	   0.37	   3.36	  11.66	   0.80	   0.98	   0.46	   6.5	   1.3	   2.5	   2.6	   0.45	sync	 187	 152	 767
SPT-S_J053229-5418.9	  83.121	 -54.315	   2.11	   2.69	   1.62	   1.37	   1.11	   4.18	  14.07	   1.52	   2.90	   0.87	   4.5	   0.5	   3.0	   2.3	   0.35	sync	 159	 841	 648
SPT-S_J053229-5437.3	  83.122	 -54.623	   0.31	   0.40	   0.44	   0.66	   0.29	   3.26	  10.98	   0.71	   0.89	   0.39	   9.0	   1.7	   2.2	   2.7	   0.51	dust	 391	 269	 444
SPT-S_J053229-5807.2	  83.125	 -58.120	   3.19	   3.90	   0.28	   0.34	   0.15	   0.00	  -2.20	   0.37	   0.71	   0.25	   NaN	   0.4	   2.8	   2.4	   0.34	sync	 313	 827	1144
SPT-S_J053230-5904.0	  83.128	 -59.068	   3.24	   3.95	   0.27	   0.32	   0.14	   0.00	  -4.51	   0.33	   0.60	   0.22	   NaN	   0.2	   2.8	   2.2	   0.31	sync	 144	 148	1126
SPT-S_J053231-5700.6	  83.133	 -57.011	   0.19	   0.24	   0.43	   0.63	   0.29	   3.31	  11.14	   0.70	   0.88	   0.38	  10.4	   1.8	   2.2	   2.7	   0.52	dust	 248	1572	 565
SPT-S_J053238-5319.3	  83.159	 -53.323	   3.10	   3.95	   0.33	   0.41	   0.18	   0.86	   2.90	   0.52	   1.18	   0.37	  -0.8	   1.2	   2.6	   2.8	   0.43	sync	 431	 213	 604
SPT-S_J053238-5407.8	  83.160	 -54.131	   1.73	   2.20	   0.99	   1.23	   0.72	   3.24	  10.90	   1.03	   1.14	   0.59	   4.4	   0.3	   2.9	   2.2	   0.33	sync	 524	 502	 251
SPT-S_J053238-5806.2	  83.162	 -58.104	   0.09	   0.10	   0.45	   0.66	   0.28	   4.25	  13.57	   0.80	   1.17	   0.46	  13.2	   2.1	   2.0	   2.7	   0.57	dust	 353	 891	1062
SPT-S_J053239-5301.5	  83.163	 -53.027	   3.34	   4.26	   0.32	   0.44	   0.18	   0.35	   1.19	   0.48	   1.06	   0.34	  -3.5	   0.8	   2.7	   2.6	   0.39	sync	 249	 187	 733
